stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
268,Wildkeepers Rising,$9.99,"Nintendo Switch: 1 GB , Nintendo Switch 2: 1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing , Strategy",Nintendo Switch,Lioncode Games,Lioncode Games,"Japanese, French, German, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, American English","November 12, 2025"
269,Winter Burrow,$19.99,"Nintendo Switch: 2 GB , Nintendo Switch 2: 2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Noodlecake,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 12, 2025"
270,BEYBLADE X EVOBATTLE,$49.99,"Nintendo Switch: 2.1 GB , Nintendo Switch 2: 4.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,FURYU Corporation,Chưa có,American English,"November 12, 2025"
271,Goodnight Universe,$19.99,4.7 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch 2,Skybound Games,Skybound Games,"Japanese, French, German, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 11, 2025"
272,Gloomy Eyes + Arise: A Simple Story,$44.99,Chưa có,Chưa có,Chưa có,"Action , Adventure",Nintendo Switch,Untold Tales,Chưa có,Chưa có,"November 11, 2025"
273,WINDSWEPT,$19.99,"Nintendo Switch: 309 MB , Nintendo Switch 2: 309 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Top Hat Studios,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","November 11, 2025"
274,SUPERMARKET SIMULATOR 25,$5.99,"Nintendo Switch: 736 MB , Nintendo Switch 2: 736 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,BoggySoft,Chưa có,British English,"November 11, 2025"
275,All Hands on Deck,$12.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Studio Mantasaur,Studio Mantasaur,"Japanese, British English, French, German, Spanish, Korean, Dutch, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese","November 11, 2025"
276,Rue Valley,$29.99,"Nintendo Switch: 2.5 GB , Nintendo Switch 2: 2.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Owlcat Games,Owlcat Games,"French, German, Russian, Simplified Chinese, American English","November 11, 2025"
277,Master Lemon: The Quest for Iceland,$14.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Gixer Entertainment,Gixer Entertainment,"French, Spanish, Brazilian Portuguese, American English","November 10, 2025"
278,Cozy Gardener Simulator & House Renovator Simulator,$12.99,Chưa có,Chưa có,Chưa có,Simulation,Nintendo Switch,Noodels Games World,Chưa có,Chưa có,"November 9, 2025"
279,Baseball Card Shop Simulator,$7.99,"Nintendo Switch: 1 GB , Nintendo Switch 2: 1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Play Games,Chưa có,British English,"November 9, 2025"
280,Everdawn Isle,$4.99,"Nintendo Switch: 299 MB , Nintendo Switch 2: 299 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Downmeadowstreet,Chưa có,American English,"November 7, 2025"
281,Mega City Obby,$4.99,"Nintendo Switch: 259 MB , Nintendo Switch 2: 259 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Downmeadowstreet,Chưa có,American English,"November 7, 2025"
282,Golden Sunshine Beside You,$24.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch,moesoft,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 7, 2025"
283,Motordoom,$16.99,"Nintendo Switch: 724 MB , Nintendo Switch 2: 724 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Sports",Nintendo Switch,Christoph Mueller,Chưa có,"Japanese, French, German, Italian, Spanish, Russian, American English","November 7, 2025"
284,The Visitor Effect,$9.99,"Nintendo Switch: 198 MB , Nintendo Switch 2: 198 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Pdpartid@games,Chưa có,"Japanese, German, Spanish, Portuguese, Russian, Simplified Chinese, Traditional Chinese, American English","November 7, 2025"
285,SEA POWER NAVAL BATTLE COMBAT,$9.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Shooting , Simulation",Nintendo Switch,GBTUI,Chưa có,British English,"November 7, 2025"
286,"Hashiriya Drifter-Car Racing,Drift,Drag REMASTER",$9.99,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Sports,Nintendo Switch,Erlano,Chưa có,British English,"November 7, 2025"
287,House Fighters: Total Mess,$7.99,"Nintendo Switch: 2 GB , Nintendo Switch 2: 2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Revulo Games,Chưa có,"Japanese, French, German, Spanish, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 7, 2025"
288,Overcooked! 2 - Nintendo Switch 2 Edition Upgrade Pack,$9.99,3 MB,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Team17,Chưa có,Chưa có,"November 6, 2025"
289,DAVE THE DIVER Nintendo Switch 2 Edition Upgrade pack,$0.00,6 MB,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Mintrocket,Chưa có,Chưa có,"November 6, 2025"
290,Overcooked! 2 – Nintendo Switch 2 Edition,$29.99,"Nintendo Switch: 6.2 GB , Nintendo Switch 2: 11.7 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Action , Party",Nintendo Switch 2,Team17,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Traditional Chinese","November 6, 2025"
291,DAVE THE DIVER Nintendo Switch 2 Edition,$19.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 5.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch 2,Mintrocket,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 6, 2025"
292,Arcade Archives 2 TOKYO WARS,$16.99,241 MB,"TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Action , Shooting",Nintendo Switch 2,HAMSTER,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","November 6, 2025"
293,Hyrule Warriors: Age of Imprisonment,$69.99,Chưa có,"TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch 2,Nintendo,Nintendo,"American English, Spanish, French","November 6, 2025"
294,Bakery Bundle - Lemon Cake + Magical Bakery,$49.99,Chưa có,Chưa có,Chưa có,"Action , Simulation",Nintendo Switch,Soedesco,Chưa có,Chưa có,"November 6, 2025"
295,Cyber Girls,$3.40,"Nintendo Switch: 263 MB , Nintendo Switch 2: 263 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,AGE,Chưa có,"Japanese, American English","November 6, 2025"
296,Chưa có,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
297,Train Your Focus and Observation Skills: THE Spot-the-Difference Challenge,$8.99,"Nintendo Switch: 218 MB , Nintendo Switch 2: 218 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,TT,Chưa có,"Japanese, Korean, Traditional Chinese, American English","November 6, 2025"
298,Open Sesame - Alibaba Dash,$2.99,"Nintendo Switch: 365 MB , Nintendo Switch 2: 365 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Max Interactive Studio,Max Interactive Studio,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 6, 2025"
299,Picronix,$6.99,"Nintendo Switch: 246 MB , Nintendo Switch 2: 246 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Andrei Ivashentsev,Andrei Ivashentsev,"Japanese, French, German, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 6, 2025"
300,Brain Workout! Spinning Animal Puzzle,$8.99,"Nintendo Switch: 178 MB , Nintendo Switch 2: 178 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,TT,Chưa có,"Japanese, Korean, Traditional Chinese, American English","November 6, 2025"
